,Username,Tweet,Kelas
901,Sutrisno_SiBody,"Hati senang dan juga Gemas
Menunggu, liburan utk segera Pulang
Mantuulll, Avatar edisi Emas
Saat pulang pastilah Girang

Indonesia Tanah Air Kita
#Jokowi lah Presidennya
Kerja Tulus Melayani Semua
Karna #01jokowibanyakcinta 

#PantunBerhastag 
#AvaJokowiEdisiEmas 
#Salam1Jempol",1
902,Rizky Nur Hidayat,Sabar mas njenengan sampun dicoret saking KKne pak Jokowi,0
903,Menyesal pilih Jokowi #NemoMovement,"Masalah penyimpangan adalah tugas kita bersama dalam mengawasinya. Dengan pernyataan penghormatan golput anda, maka bisa sangat mungkin menambah angka golput. Dengan begitu bisa saja di menangkan oleh orang-orang anti gusdur. Apakah anda rela?",0
904,Annisa Ferina,"""Jokowi...dari Solo... 1..periode...lagi...."" #2019JokowiKyaiMaruf  #RakyatPuasDenganKerjaJokowi 
 #2019JokowiKyaiMaruf",1
905,ruzieq,"Kalo g manut ulama' terus Kowe manut sopo..

#JokowiKHMakrufAminMenang2019
#Brigade01Jatim
#Brigade01KabPas

@Jokowi
@EkoSandjojo
@taufikmadjid71
@fachrilabalado
@AndryDewantoAh2
@mufliqh",1
906,1 Plus Minus,I liked a @YouTube video http://youtu.be/J_YNERiiess?a  ENA ENA - Jokowi Amin x Prabowo Sandi,0
907,NET.,"Penonton, penonton..

30 MENIT LAGI @ini_talkshow Spesial Keluarga Bapak Jokowi, yuk, bersiap!  ",0
908,Muhammad Said Didu,Saatnya saya akan jelaskan,0
909,FERDINAND HUTAHAEAN,"Ini gimana ceritanya sih?
Yang mau dipercaya rakyat yang mana? Main main kalian ngurus negara. @jokowi ",0
910,Mustain Djufri,"Sebaliknya , 
Saya yakin elektabilitas petahana naik 10%, karena ketegasan rezim @jokowi dalam menegakkan supremasi hukum... 

Tiada kompromi thd pelanggar hukum biarpun o/seorang ulama besar Grand Syeh Republik Cinta..., tentulah akan berkontribusi bg terjaminnya tertib sosial.",0
911,agung plng,Stand up comedy kah ???,0
912,Iradati Soeparmono,"When it’s time to speak up 

#01jokowilagi 
#01presidenku 
#01mychoice
#01pilihanku 
#jokowi 
#jokowipresidenku 
#jokowi2periode https://www.instagram.com/p/BtLSnUejVmi/?utm_source=ig_twitter_share&igshid=16amknfij46dr …",1
913,James RD,"tuh pak @jokowi , udah ada bukti, kasus udah ada di polisi, tapi dengan gampangnya polisi bilang cuma ""kenakalan remaja"".
Sekarang pak @jokowi udah tau kan, perbedaan penanganan kasus pihak yang pro petahana sama pro oposisi. Percuma CC @jokowi juga, wong akun di pegang staffnya",0
914,Trish Shumack,"“To let FIFA know that sitting on the sidelines and sending letters between various stakeholders... avoiding others like Bahrain, is simply not gonna wash”…",0
915,dr. Andi Khomeini Takdir,"Petisi yang diinisiasi bersama oleh JDN Indonesia demi perbaikan standar kesejahteraan dokter (yang dengan itu diharapkan bisa mendongkrak derajat status kesehatan bangsa) mendekati 30 ribu pendukung. 

Cc : pak @jokowi pak @prabowo bang @sandiuno",0
916,_HurryKoЯn,"Jadi Negara ini gak bisa Adem jika ada politisi macam si Zonk ini
Anis Muji Jokowi pun di nyinyirin! 

#01JokowiAmin",1
917,ORANG TIMUR,"Papua jangan lagi hanya jadi mainan politik. Kesejahteraan Papua dan kemajuan Papua harus nyata..!! Kedepan era @prabowo @sandiuno tdk boleh lg Papua hanya retorika. Kita bangun Papua  secara nyata.

…",0
918,Brigade 01Kepanjen,"#JokowiKHMakrufAminMenang2019 
#Brigade01Jatim 
#Brigade01KabMLG

Mention
@Jokowi
@EkoSandjojo
@taufikmadjid71
@fachrilabalado
@AndryDewantoAh2",1
919,U T I,"Selama satu hari penuh, istri Presiden @jokowi  ini menghadiri sejumlah kegiatan sosial sekaligus menikmati keindahan alam Banyuwangi. #IbuNegaraWisataKeBanyuwangi",0
920,Pejuang Cinta R,Ane RT biar rame,0
921,tirto.id,"Bobby Nasution, menantu Jokowi, menggarap proyek perumahan di Sukabumi, padahal Jokowi pernah bilang keluarganya tak bakal ikutan proyek negara.",0
922,Bako samad,"Berharapsama@prabowo sandi ganti presiden lama #! no one can stop ...prabowo sandi is the new a President nd vise president # It ll be new story' ...there are many people can told about reason ..why ..who is Prabowo man # You can show on April 2019 # bakosamad...
SALAM  2  JARI.",2
923,Dian Yuniarti,Angka kemiskinan satu digit Jokowi tidak istimewa ,0
924,r soerjo,"1000% ,im sure he's the best president for indonesia..may be if we have another a perfect candidate than him i can choose another..but we dont have it now except pak Jokowi..",1
925,LionelMarzuki,I liked a @YouTube video http://youtu.be/J_YNERiiess?a  ENA ENA - Jokowi Amin x Prabowo Sandi,0
926,Kang Habib,"Alhamdulilah. 

Polisi Tangkap Penipu yang Catut Nama Yenny Wahid dan Jokowi",0
927,Ruhut Sitompul,"Tabloid Indonesia Barokah, Aku jadi ingat Pilpres 2014 Tabloid Obor yg isinya Ngeri X sampai2 Kami Bravo 5 Tim Sukses Pak Jokowi  Pak Jk sampai tdk bisa tidur pada waktu itu karena Beritanya Bohong Semua, tapi Berkat Tuhan Kemenangan berpihak ke Kami. #01JokowiLagi MERDEKA.",1
928,Den mas Pupunk,"RING ROAD HAMADI JAYAPURA
Bukti Nyata Pembangunan Bpk @Jokowi Di Tanah Papua. 
#01JokowiLagi 
#01IndonesiaMaju 
#SalamSatuJempol 
#JokowiSayangPapua
#JokowiMembangunIndonesia",1
929,Ali Moehammad Taufan,"Kalau Ahmad Dhani dukung rezim pasti aman, sudah banyak contohnya yang kata-katanya lebih memecah belah tapi aman.

Salah satu kata Victor seperti ini malah aman ""Kita bunuh pertama…",0
930,Ali Moehammad Taufan,"Kenapa yang kena ITE mayoritas pendukung Oposisi?

Banyak yg tdk tersentuh ITE seperti RJ yg ancam mau bunuh Presiden, Victor, Ade dll.
…",0
931,Lutfi,"Dulu ada patung takut, kemarin ada bunderan takut, sekarang ada anak kecil takut juga.

Hidupmu kog di penuhi dg ketakutan lho dul...?

Bukannya takut kepada selain Allah itu syirik...???
#SaveJanEthes 

Cc
@addiems @GunRomli @P3nj3l4j4h @jokowi @kaesangp @Takviri @TolakBigotRI",0
932,Penjaga Villa & NKRI,"Setelah tangan Jokowi sudah tak ada keberuntungan lagi, Ibu negara turun tangan. Barangkali garis tangan bisa naikan elektabilitas.

Di Banyuwangi, Iriana Jokowi Bagi-bagi Laptop dan Jam Tangan ",0
933,MpuAnon,"ADP langsung dieksekusi. Satu alasan kuat lahir kembali bahwa Jokowi harus ngacir ke Solo.

Gaungkan terus: 
#2019PrabowoPresidenRI

Dan tenggelamkan seluruh caleg partai-partai pendukung penista agama.",2
934,Eko Kuntadhi,"Wong, Jokowi yang anaknya cuma penjual martabak dan pisang goreng saja dia bangga, kok. Itulah sikap seorang ayah sama anaknya. Membanggakan.

Begini. Jika Prabowo terpilih jadi Presiden, toh Didiet adalah anak Presiden Indonesia.",0
935,v_octania,"Ibu Yuni, warga Jakarta dulu berjualan jamu keliling. Berkat bantuan modal Rp3 juta dari PNM Mekaar, ia membuka kios, menjual pempek dan es campur. Etos kerja Ibu Yuni adalah contoh nilai yang ditanamkan…",0
936,쿠 수마 푸 트리,"Simak  Baik2 Jangan Asal ngomong Haram dan Kafir.

Seakan Syurga Punya Mereka.
Naudubillah'minzaliq .
Beliau ini ulama asli. Beliau mengatakan, pilih PDIP dan pak @jokowi tidak Haram! PDIP dan @jokowi justru membela Rakyat membela wong Cilik.

#01JokowiLagi #01IndonesiaMaju",1
937,Rani Oktaviani,Love you full Presiden Jokowi #Jokowi2Periode #Jokowi2Periode,1
938,Febry,"BPJS Badan Pikiran Jadi Sehat @jokowi 
#kenapaBPJS #berharapmasihsama #KoalisiMunafik",0
939,Habibul Aziz,"Satukan tekad dan satukan semangat untuk Jokowi-Amin.
#JokowiKHMakrufAminMenang2019
#Brigade01Jatim
#Brigade01Jombang

@Jokowi
@EkoSandjojo
@taufikmadjid71
@fachrilabalado
@AndryDewantoAh2",1
940,Pencari Kebenaran,"Elektabilitas Jokowi merosot terus, sdh di bawah 30%. 

Satukan suara agar Jokowi Maruf hanya dapat satu digit atau di bawah 10%. 

Satukan suara agar partai2 pengusung Jokmar tidak lolos ke Senayan

Biar kapok !",0
941,Andi Faisol,"Bersama 01 Indonesia bisa Maju
 #JokowiKHMakrufAminMenang2019
#Brigade01Jatim
#Brigade01Sampang

@Jokowi
@EkoSandjojo
@taufikmadjid71
@fachrilabalado
@DewantoAndry",1
942,SUKARI,"Optimis....
#JokowiKHMarufAmin2019Menang
#Brigade01Jawatimur
#Brigade01Trenggalek
@jokowi 
@EkoSandjojo 
@anwsanusi 
@taufikmadjid71 
@fachrilabalado 
@AndryDewantoAh2 ",1
943,Maudy Asmara,"Memang Cadass..

Bahkan persona pak Jokowi. Pak Jokowi adalah persona yang sederhana. Dan itu saya bangga. Kesederhanaan cocok bagi dia sebagai kepala keluarga, tapi bukan sebagai kepala negara @rockygerung

#KitaTetapPrabowoSandi",2
944,Nur Fatkhur Rakhman,"Deklarasi Relawan pemenangan Jokowi Ma'ruf Amin 
#JokowiKHMakrufAminMenang2019
#Brigade01Jatim
#Brigade01lumajang

@Jokowi
@EkoSandjojo
@taufikmadjid71
@fachrilabalado
@AndryDewantoAh2",1
945,"Jokowi 
�
Amin","Pemerintahan pak @jokowi ini memang udah ""On the right track"" kalo kata orang Pintar yg Optimis  

Lanjutkan pakdhe... 

#PUPRSiapMengabdi #InfrastrukturUntukIndonesiaMaju 
#01IndonesiaMaju #01JokowiLagi #JokowiSATUkanIndonesia #JokowiKHMakrufAminMenang2019",1
946,Kang Habib,"Penangkapan plaku penipuan 15 jt atasnama pak @jokowi hr ini dipolda metro, bukti pidio sis aoki vera yg smpt beredar sngt mencerahkan cerita iming2 pinjaman 15 jt catut nama presiden sbg upy penggembosan suara & memakan bnyk korban, kita laporkan, skrg begini penampakkanya.  ",0
947,Gus Kaspo,He..he..he..ehe.,0
948,KOMANDO PRABOWO!,".
Terimah Kasih Pak Jokowi
Sudah Bangun Trans Papua ""

Semoga 2019 Nanti,
@prabowo & @sandiuno 
Menang 

Aamiin Ya Allah ",2
949,The Jokowi Way,"mengurus sertifikat tanah secara gratis, bukan ntar besok, ntar besok.

Kemudahan telah diberikan, semoga makin banyak kemudahan yang terjadi ketika #JokowiLagi menjadi Presiden RI nanti

cc @cepu_supriyanto @Jokowi_inside
@budimandjatmiko",1
950,BijaMunajjima,"Para habaib jatim dukung jokowi -kh maruf amin.
#safarikebangsaanjatim",1
951,marco,Menkumham Tolak Tinjau Ulang Remisi Pembunuh Wartawan Bali   http://cnn.id/364381?utm_source=twitter&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmed …,0
952,detikcom,"Cucu pertama Presiden @jokowi, Jan Ethes, terseret dalam polemik Pilpres. Bawaslu menyatakan pelibatan anak dalam kampanye tidak diatur dalam UU Pemilu. 
#Bawaslu #Jokowi #JanEthes",0
953,Lingkar Politik,"You need to know
#ulmwp #kksb #opm #papua #knpb #referendum #jokowi #prabowo #prabowosandi https://www.instagram.com/p/BtLFXXvg7lq/?utm_source=ig_twitter_share&igshid=252g9yt2hw23 …",0
954,"MurTayo  
�","Dukungan Habib Husein Syafie Al Muhdhor kepada pak Jokowi
Demikian Juga Para Habib-Habib Lainnya di JaTim

@habibthink juga dukung pak jokowi  ",1
955,Yurgen Alifia Sutarno,Menkumham Tolak Tinjau Ulang Remisi Pembunuh Wartawan Bali   http://cnn.id/364381?utm_source=twitter&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmed …,0
956,Fadli Zon,"31 Kepala Daerah Dukung Jokowi, BPN: Akan Kami Laporkan - http://Tirto.ID ",0
957,Harun El Raseed II,"But sadly, from the first day of its campaign in 2014 - human right is not the priority of the current government. even @jokowi ran away when Ahok case appeared.",0
958,Fadli Zon,"Fadli Zon Kritik Keras Pemerintah Jokowi: Nawacita Hanya Jargon, Minus Pertanggungjawaban - Tribun Wow ",0
959,Fajri _Arch,"10 Years Challenge #JokowiKHMakrufAminMenang2019 #Brigade01Jatim #Brigade01Pamekasan
@jokowi @EkoSandjojo @taufikmadjid71 @fachrilabalado @AndryDewantoAh2  @P3MDPamekasan",1
960,HMF.Abdurahman,"Ketika Ada yg iseng menyebut kota atau suatu Daerah yg nyeleh, InsyaAllah saya tau Persis.. Tapi semua saya terimakasihkan. 
InsyaAllah saya masih bisa membedakan antara pendukung Jokowi dan yg bukan dark bahasanya",0
961,FERDINAND HUTAHAEAN,"PKH (Program Keluarga Harapan) diluncurkan @SBYudhoyono pada akhir jabatannya. Sama dengan Dana Desa yg merupakan program SBY.

Semua itu dibuat bkn utk kepentingan elektoral tp utk menunaikan kewajiban negara memelihara rakyat.

@jokowi @KemensosRI jgn simpangkan program ini.",0
962,DigitalPaymentsIndonesia,This is how @bank_indonesia regulations area treated by the businesses in Jakarta.. @kompascom @jakpost @mediaindonesia @Bisniscom @jokowi @kkpunasional @setkabgoid no wonder digital payments are so low in Indonesia..,0
963,#MP,"Presiden Jokowi selama empat tahun ini hanya berhasil menurunkan persentase kemiskinan sebanyak 1,3%

Laju penurunan kemiskinan ""Laju penurunan kemiskinan tercepat adalah pada era Gus Dur, sebesar 5,05 juta jiwa per tahun (turun 5,02% dalam dua tahun)",0
964,Cong Khobir,"Salah satu cara sosialisasi sahabat2 BRIGADE KEDUNGJAJANG dengan pengenalan program unggulan Presiden @jokowi .
#JokowiKHMakrufAminMenang2019
#Brigade01Jatim
#Brigade01lumajang
@Jokowi
@EkoSandjojo
@taufikmadjid71
@fachrilabalado
@AndryDewantoAh2 
@kpw4jatim 
@Supri_jatim",1
965,"Ms. Devil® 
��","Vote for Jokowi - please don't GOLPUT! we can't afford to go back to Suharto era. Prabowo is a very bad bad man, you kew that, we all knew that, the world knew that.",1
966,FERDINAND HUTAHAEAN,"Salah satu info yg sy dapat adalah dirubahnya yel yel PKH. Yelyel ini sama seksli tidak menunjukkan apa itu PKH tapi diarahkan hanya utk menyebut JOKOWI.

Anggaran PKH itu bkn uang pribadi @jokowi dan program ini PROGRAM era @SBYudhoyono 

Knp jd begini @KemensosRI ?
@bawaslu_RI",0
967,gitaputrid,"I do believe Indonesia’s @jokowi is no emperor, but I think there’s plenty of lessons he could learn from Hans Christian Andersen’s The Emperor's New Clothes. http://www.andersen.sdu.dk/vaerk/hersholt/TheEmperorsNewClothes_e.html …",0
968,Ulil Abshar-Abdalla,Partai Bulan Bintang Putuskan Dukung Jokowi Di Pilpres 2019 | @Yusrilihza_Mhd https://www.abadikini.com/2019/01/26/partai-bulan-bintang-putuskan-dukung-jokowi-di-pilpres-2019/ …,0
969,"Jokowi 
�
Amin","""GOOD PEOPLE...""  

Sore Hari Ini yaa... 
Senin, 28 Januari 2019, 
Jam 19:00 WIB 

Ini Talk Show Spesial di NET TV 

""KELUARGA BAPAK JOKOWI"" 

Good People yg Optimis, 
Nonton yaa... 
Ssssssst..., 
""Disini Ajaah...""  ",0
970,cintada,Amin,0
971,FERDINAND HUTAHAEAN,"Saya mendapat banyak info dari daerah terkait para Pendamping PKH yg diminta dan diwajibkan utk bikin testimoni dr rakyat tentang PKH.

Yg menbuat ini jd curang dlm politik adlh kewajiban menyebut TERIMAKASIH JOKOWI.

Jk benar, Apakah dibenarkan begini? 
@bawaslu_RI @KemensosRI",0
972,The_Maverick #Generasi Revolusi Indonesia 5.0,"See Compared breakdown by subregion on Google Trends for prabowo sandi menang 2019, jokowi amin menang 2019 - Indonesia, Past 12 months - ",0
973,brigade01.banyuwangi,"The real President
#JokowiKHMakrufAminMenang2019
#Brigade01Jatim
#Brigade01Banyuwangi
@Jokowi
@EkoSandjojo
@taufikmadjid71
@fachrilabalado
@AndryDewantoAh2
@aripwicakson @01Glenmore @BRIGADE01Kaliba @Brigade01rogoj1 @Brigade01Sempu @ery_andrianto
@Brigade01P @KecSrono @kabatbwi",1
974,cah fatah,"#Brigade01lumajang . Terus bergerak bersama. Bahwa memilih Pak @jokowi adalah orang baik. #JokowiKHMakrufAminMenang2019
#Brigade01Jatim

@EkoSandjojo
@taufikmadjid71
@fachrilabalado
@AndryDewantoAh2",1
975,"......... 
✍
Ghozali","Jika Penegak Hukum tak mengambil tindakan Tegas terkait ""Tabloid Barokah"" ini

Yuk Bang @Fahrihamzah @fadlizon

Kita buat juga Tabloid Janji Kampanye Jokowi yang di Ingkari?

Kita kirim ke seluruh Tempat Ibadah yang ada di Indonesia,",0
976,Partai Gerindra,"Bagaimana menurut sahabat dengan hal ini? Bukankah jokowi selalu berjanji akan sejahterakan petani? 

Viral Petani di Jambi Buang Kentang hingga Cabai ke Jalan https://news.detik.com/read/2019/01/27/183003/4402663/10/viral-petani-di-jambi-buang-kentang-hingga-cabai-ke-jalan … #PapuaMemilihPrabowoSandi",0
977,Baasim Lymzo,"Next president for @jokowi I voted for him, re-elections! #Indonesia @Kiani_Iswara",1
978,satire ala markonah,"Ini saran ke ahoker sebaiknya kalian fokus memenangkan jokowi
So jika jokowi menang ahok mungkin dapat jatah jabatan.

Sekarang ahok cuma orang biasa (ex napi), sama seperti anda cuma rakyat biasa,
Tentunya gak akan berpengaruh buat anda.

Saran gw kerenkan
bilang apa?
makasi",0
979,BiLLRaY,"#KalauSudahSayang Jokowi, ketika seorang perempuan sudah cinta maka ia akan mencintai dgn setulus hati. Sa trakan berpindah karna su sayang.

#01IndonesiaMaju #01JokowiLagi #01JokowiAmin #KoalisiMunafik #PrabowoHinaKemenkeu #AirlanggaMenangkanJokowi #JokowiSATUkanIndonesia",1
980,Rosif,"Brigade 01 kec Driyorejo Gresik
Siap memenangkan Jokowi kh ma,ruf
#Brigade01Jatim 
#Brigade01KabGresik 
@jokowi 
@EkoSandjojo 
@DewantoAndry 
@MOCHSAICHU 
@Kuswari68 
@farid_wahyulie",1
981,"Pelan-pelan, Awe!","Maunya pendukung Jokowi itu orang ngga berubah pendapatnya. Biar tetep menang. Lha lebih 4 tahun memerintah ternyata ngga becus kok pengen orang tetep milih Jokowi. Kalo dungu atau buta pikiran ya jangan ngajak"". :p",0
982,"Milenial Penjaga Jokowi  
��‍♀️
 ��‍♂️","Mereka yang di perdesaanpun merasakan dampaknya, bukti nyata kerja pak Jokowi yang harus dilanjutkan di periode selanjutnya, demi Indonesia yang lebih baik #01JokowiLagi",1
983,Bhagavad Sambadha,"Ini fanboy capres yang pada mendadak konspiratif bilang Nurhadi Aldo bikinan Jokowi lah, bikinan Prabowo lah cuma sebel aja kampanye capres mereka ternyata ngga lebih meyakinkan dari kampanye capres parodi. Pilpresnya dagelan, capresnya dagelan, kampanyenya dagelan.",0
984,Adhi,Hahaha,0
985,Jokowi-Amin,"Ibu Tini seorang praktisi dokter gigi yg sangat bangga pada Jokowi. Menurutnya, Jokowi berhasil mengerjakan pekerjaan yg sudah terlalu lama tertunda. Nenek 5 cucu ini sangat peduli pada masa depan anak cucunya & berharap presiden Indonesia dapat menjadi teladan
#01IndonesiaMaju",1
986,Lucky Prastio,I liked a @YouTube video http://youtu.be/J_YNERiiess?a  ENA ENA - Jokowi Amin x Prabowo Sandi,0
987,Muslim Cyber Army,"Indonesia Development Monitoring :  ""Keonaran massa beratribut PDIP bakal menggerogoti elektabilitas Jokowi. 'Show of force' dan tindakan intimidasi seperti ini sudah tak memiliki ruang lagi di masyarakat""
https://politik.rmol.co/read/2019/01/28/376585/Keonaran-Massa-Beratribut-PDIP-Bisa-Gerus-Elektabilitas-Partai-Dan-Jokowi- …",0
988,HMF.Abdurahman,"TEKADKAN BULAT
Pada tanggal 17.04.2019
PILIH JOKOWI. 
بسم الله الرحمن الرحيم
اللهم لا تسلط علينا بذنوبنا، من لا يخافك ولا يرحمنا
Ya Allah Ya Tuhan Kami
Jgnlah Engkau Kuasakan (Jadikan Pemimpin) kami krna dosa2 kami,org2 yg tdk takut kpdMU dan tdk pula belas kasihan sma kami
AMIN",1
989,Ekosulistiono,"Indonesia Maju, Desa kian berkembang. Infrastruktur Desa semakin baik. BUMDes semakin kokoh. Masyarakat Desa berdaya.

#JokowiKHMakrufAminMenang2019
#Brigade01Jatim
#Brigade01KabBlitar

@Jokowi
@EkoSandjojo
@taufikmadjid71
@fachrilabalado
@AndryDewantoAh2
@hersetiyo pic.twitter.com/SYI2Pe5IQE",1
990,Ekosulistiono,"Presiden Kita : Jokowi.
Wakil Presiden Kita : Kiai Ma'ruf.
Indonesia tanpa: hoax, fitnah, dan politisasi agama.

#JokowiKHMakrufAminMenang2019
#Brigade01Jatim
#Brigade01KabBlitar

@Jokowi
@EkoSandjojo
@taufikmadjid71
@fachrilabalado
@AndryDewantoAh2
@hersetiyo",1
991,#Brigade01Lampung,"#JokowiKHMakrufAminMenang2019

Sholawat Badar menyambut Pak Jokowi di Harlah Muslimat NU

Bersama Muslimat Teguhkan Bangsa dan Jaga Aswaja

Muslimat SATUkan Indonesia  ",1
992,Moch Saichu (TA-PSD Kab. Gresik),"BRIGADE 01 Kec Driyorejo Kab Gresik siap bergerak #JokowiKHMakrufAminMenang2019
#Brigade01Jatim
#Brigade01Gresik
@Jokowi
@EkoSandjojo
@taufikmadjid71
@fachrilabalado
@AndryDewantoAh2",1
993,Chusnul chotimah,"Pendukung SBY datang menemui Jokowi.

FH bungul: he jkw,knp diera kamu ini politik gaduh terus & byk rakyat yg menghina & mencaci Pemimpinnya tdk sprti diera bosku.

Jkw: Krn diera SBY rakyatnya kami sdngkn diera sy ini rakyatnya kalian.

Jelas ya? 
#01IndonesiaMaju",1
994,Fadli Zon,1) Selamat siang tweeps. Sy akan tweet bbrp catatan terkait pertanggungjawaban Nawacita yg merupakan dokumen visi dan misi @jokowi saat menjadi calon presiden pada 2014 lalu.,0
995,Fadjroel Rachman,Jan Ethes cucunya Mbah @jokowi ,0
996,shofwan,"Bergerak untuk jokowi Kh. Ma'ruf
#JokowiKHMakrufAminMenang2019
#Brigade01Jatim
#Brigade01KabPas

@Jokowi
@EkoSandjojo
@taufikmadjid71
@fachrilabalado
@AndryDewantoAh2
@mufliqh ",1
997,Sueyatsen,"Rakor rutin antar Kecamatan, Pendmping Desa, Sekdes/Perangkat Desa.. sebgai sarana  informasi suksesnya   pelaks DD bersma Presiden Jokowidodo
#JokowiKHMakrufAminMenang2019 
#brigade01KabMalang 
#brigade01KabTulungagung
@jokowi
@taufikmadjid71 
@EkoSandjojo 
@DewantoAndry pic.twitter.com/ADEOxilahj",1
998,kiv z#FNI,"Royal Enfield Tenar Gara-gara Efek Jokowi, Ridwan Kamil, dan Gibran?
https://oto.detik.com/motor/d-4403459/royal-enfield-tenar-gara-gara-efek-jokowi-ridwan-kamil-dan-gibran …

Presiden Jokowi, Gubernur Jawa Barat Ridwan Kamil hingga Gibran Rakabuming memiliki motor Royal Enfield.",0
999,"Pelan-pelan, Awe!","Tuh. Si @habibthink lagi sibuk meng-RT tweet"" lama gue. Ngga ada yg gue hapus. Karena tweet itu kontekstual. Harapan gue terlalu tinggi saat itu pada Jokowi. Hanya untuk mendapati negara ini semakin bobrok. Lalu gue mesti apa? Tetep mau kayak gini? Ya ganti presiden lah. :)",0
1000,Prijanto Rabbani,"Statemen JK yang menyatakan : bisa rusak bangsa ini bila dipimpin Jokowi, semakin terbukti kebenarannya. 

Statemen Cak Imin yang menyatakan : kalau wakil Jokowi tidak saya, Jokowi bisa kalah. Pun semakin terlihat tanda-tandanya. 

#iDeasRabbani 

@jokowi 
@Pak_JK 
@cakimiNOW",0
1001,"As'ad Afandi, SE.","#JokowiKHMakrufAminMenang2019
#Brigade01Jatim
#Brigade01KabPas
Kami butuh pemimpin yang NYATA BEKERJA dan KERJA NYATA, bukan sekedar pemimpin yg pandai bicara dan berteori.
@jokowi
@EkoSandjojo
@taufikmadjid71
@anwsanusi
@fachrilabalado
@DewantoAndry
@mufliqh
@Inunkbellis",1
1002,Cyril Raoul Hakim,Blunder-blunder parpol pendukung dan komentar-komentar tokoh ormas yg kontra-produktif hanya bisa dinetralisir oleh dukungan militan relawan. Jangan biarkan @jokowi sendirian. #Jokowi2019,1
1003,orangbaik,i can't wait ,0
1004,Jerry,"""waw berita berbobot""
""waw penting sekali berita ini""

nobody force you to read it. just keep scrolling and find something else that you like.",0
1005,Fadjroel Rachman,Wah Pakde @jokowi ada di @NEToficial bersama Sule & Andre bicara keluarga. Jangan lupa harta yang paling berharga adalah KELUARGA. Puisi yang paling indah adalah KELUARGA ~ FR,0
1006,Jeonum Ning imnida,We love you too mas ,0
1007,tirto.id,"Dalam UU Pemilu tidak ada aturan soal membawa anak dalam kampanye. Dengan demikian, kalaupun nanti Jan Ethes dibawa ketika berkampanye, Jokowi tak melanggar apa-apa.",0
1008,twittie,save Jan Ethes ,0
1009,Jeni Ly,"Presiden @jokowi Menghadiri Harlah Ke-73 Muslimat NUdan berpesan, u/ bersama2 menjaga persatuan, merawat & menjaga persaudaraan, kerukunan.

Jgn smp krn perbedaan2 kita menjadi tdk seperti saudara padahal kita saudara sebangsa setanah air.
Kalau bukan kita yg jaga, siapa lagi?  ",0
1010,KerjaDuaPeriode,"Seberapa besar @Jokowi mampu bersihkan Indonesia dari para tikus?
Kalau dulu bnyk mafia migas bisa cawek cawek lewat cost recovery
Skrng semua pintu udh ditutup
#JokowiSelamatkanMigas
@MahesaTiwi 
@azterix88 
@P3nj3l4j4h 
@Ardhan_syahil 
@BiLLRaY_",1
1011,soldier of allah.,"Pak presiden @jokowi  ,. Ternyata orang"" anda sendiri yg bikin elektabilitas anda nyungsep !!! ",0
1012,"Warta 
�
Politik™","Kalau Menteri Jokowi yang bilang, semua MINGKEM.

Kalau Prabowo yang bilang, semua RIBUT.

#KoalisiMunafik",0
1013,KitaBersaudara,"Nah ada lagi nih contohlainny saat uwo menyebut angka kemiskinan Indonesia naik 50% selama masa kepemimpinan Jokowi. Pdl, data Badan Pusat Statistik (BPS) menunjukkan kemiskinan cenderung turun, bahkan mencapai rekor terendah sejak 1998. https://bit.ly/2HNfff5  #KoalisiMunafik",0
1014,Suandi Eduard,"Based on my last email, until now Sri Adi and the Islamic Government of Jokowi are still being infected by Javanese Terrorist Mind, there is no positive response #Javanese Terrorist Mind",0
1015,Rizma Widiono,"Jokowi : Ibu, terus memberikan semangat kpd saya utk tetap optimis. Saya tdk mampu utk membalas semua kebaikan & perjuangan ibu, namun saya akan berusaha trs menjadi putra ibu yg baik, putra ibu yg terbaik. Saya mengucapkan terima kasih utk semua perjuangan Ibu 

#01JokowiLagi",1
1016,Nature Alert,"RESCUE update: Arrived are 12 wreathed hornbills, 1 king bird of paradise, 3 chicks of green peafowl, 1 cockatoo, 2 king parrot, and 1 Kuskus just arrived  at Cikananga at 04.30 am. All are settling well now at... https://www.facebook.com/194351707347801/posts/1975647382551549/ …",0
1017,Ega-chan,"I find it very peculiar how those who usually are quick to scream 'dictator!' about oppression in the Middle East and N. Africa are very silent about the systematic oppression and persecution of Muslims in China. 

…",0
1018,Lutfi,"Neneknya kader Muslimat NU, Ibunya kader Fatayat NU, Adiknya Calon kader IPPNU.

Btw Si dedek bisa mengalahkan ketenaran Jan Ethes ga ya?

Ini bukan kampanye lho ya...

Cc
@KhofifahIP @yennywahid @jokowi @kaesangp @NUgarislucu",0
1019,Abdul Rochim ( عبدالرحىم ),Bikin mebel ........,0
1020,Athar,"... OECD yg terkait & terkontribusi oleh IMF & World Bank, dlm memberikan penilaian memberikan apresiasi tinggi buat nilai kepercayaan masyatakat kpd pemerintah dr sisi ekonomi ,...berarti kebijakan & hasil kerja Jokowi relative sdh berhasil ,...
#01IndonesiaMaju ,...",1
