,Username,Tweet,Kelas
130,CIES FE-UB,"Sudah banyak contoh keunggulan ekonomi syariah & Sayangnya,masih bnyk masy muslim yang belum melaksanakannya scr konsekuen - KH Ma'aruf Amin",0
131,Fajar A. Rustandi,"Ma'aruf amin hanya melihat dari sisi agama, bahkan dia tidak mengerti isi konstitusi indonesia",0
132,Nadya A. Muftie,"Closing td dihadiri panel syariah esq msia, dr MUI ada K.H Ma'aruf Amin n pak @hafidhuddin. Seneng deh liat ulama msia indo berdampingan :)",0
133,AWAS santri oplosan!,Buang2 wktu nan mubazir  RT @kangpajar: KH Ma'aruf Amin: Tidak ada dialog lagi dengan Ahmadiyah.,0
134,Muhammad Fauzan,"alhamduillah,, Luar biasa sekali tadi bapak KH Ma'aruf Amin.. Ceramah di mesjid Darul Ihsan Telkom Japati.. http://plurk.com/p/70xdlb",0
135,ANTARA Foto,"Tokoh Ulama KH. Ma'aruf Amin (kiri), menyampaikan pengahrgaan kepada Direktur Utama Bank... http://antarafoto.com/f.1281168001",0
136,RNW Indonesia,Fatwa Kopi Luwak: Perlukah?: Ketua Majelis Ulama Indonesia (MUI) Ma'aruf Amin berusaha mengeluarkan fatwa tentang ... http://bit.ly/9kZmbF,0
137,Amirudin Shari,"RT amin @jimadieshah2: Semoga Maya ""dinikahi dengan ma'aruf, diceraikan dengan ehsan"". http://myloc.me/9k2ed",0
138,Media Indonesia,POLHUKAM : Ma'aruf Amin Siap Jadi Rais Aam http://bit.ly/bQxLn9,0
139,Andini Effendi,"Ginandjar K,Meutya Hatta,Ma'aruf Amin (MUI),Jimly A,Hassan Wirajuda,Emil Salim are among the candidates for Watimpres.",0
