,Username,Tweet,Kelas
129,Pasca Adha,cause conflict in this country. #Pilpres2019,0
130,Satria Pramana,"After the debate last night, at school, my friends suddenly became political observers 

#DebatCapres2019 #Pilpres2019",0
131,Max Walden,"""This is a debate, not a memorising competition ... high school students are even better than this and they do it in English"": Indonesians disappointed by highly anticipated first presidential debate ahead of April election #Pilpres2019 https://www.abc.net.au/news/2019-01-18/indonesians-presidential-debate-disappoints-public/10724726 … via @erwin_renaldi",0
132,Iyeth Bustami,Trending topics  #iyethbustami #prabowo #prabowosandi #prabowountukindonesia #prabowopresiden #prabowosandi2019 #curhatpilpres2019 #pilpres2019 https://www.instagram.com/p/BswAKhcBQaD/?utm_source=ig_twitter_share&igshid=914u92g0ni2t …,2
133,"Niaw  
✌
 ��",Saya dan @sandiuno mengucapkan terima kasih atas do’a dan dukungan dari semua pihak sehingga kegiatan malam ini berjalan baik. Semoga memberikan manfaat bagi demokrasi kita. Selamat beristirahat. Jangan merasa…,0
134,Lidia Kaban,"Today's Presidential debate a bit so heavy for some ppl cause the topic is Human Right,Violence& Corruption. I hope all Indonesian ppl can take some important point vision & missions from each candidate in this topic #DebatCapresCawapres #DebatPilpres2019 #Pilpres2019",0
135,"Riwi  
�
 �
 �",Good debate #DebatCapres2019 #PilPres2019,0
136,Times Jogja,"https://www.timesindonesia.co.id/fokusberita/249/debat-pilpres-2019 …

#pemilu2019damai #pilpres2019 #parpol2019 #timsukses @ Special Region of Yogyakarta https://www.instagram.com/p/BsvZlQ5Hnc8/?utm_source=ig_twitter_share&igshid=1u01eh57di67m …",0
137,Taberez A Neyazi,"This is interesting. The focus is more on dress than issues  #DebatPilpres2019, #Pilpres2019, #DebatCapres #NM4239",0
138,Bang Duta,"I liked a @YouTube video http://youtu.be/7GPiNv0lWqc?a  #PILPRES2019 RIAN ERNEST PERMALUKAN Prabowo, Sandiaga Uno, Fadlizon dan Ferdinand",0
139,"Riwi  
�
 �
 �",So who has the most logic answer in tonight #DebatCapres2019 #Pilpres2019,0
140,Taberez A Neyazi,"Volume of tweets in the last 10 minutes #DebatPilpres2019, #Pilpres2019, #DebatCapres #NM4239",0
141,Ady :),"Ada yg connected, reconnect, connecting, afk. Damn this debate feels like a wifi connection in a MOBA game. #Pilpres2019",0
142,Taberez A Neyazi,"Here is another analysis of @jokowi  & @prabowo  tweets. Prabowo tries to create nostalgic, nationalist image of himself  as a strong leader, while Jokowi presents himself as approachable and non-formal. Thanks @Annisa …",0
143,Kangaroo,"Whooa...
Trending Indo vs we trend...
#Pilpres2019 ",0
144,#BogorBarat,"Vote for the best

1. Jokowi (like)
2. Prabowo (retwit)

#DebatPilpres2019 #DebatCapres #DebatCapres2019 #Pilpres2019 #bogorbarat #jawabarat #indonesia",0
145,Novi Pangaribuan,Put my sheet mask on. Sambil nonton debat Capres 2019 #pilpres2019,0
146,Joo Nathan,"I liked a @YouTube video http://youtu.be/7GPiNv0lWqc?a  #PILPRES2019 RIAN ERNEST PERMALUKAN Prabowo, Sandiaga Uno, Fadlizon dan Ferdinand",0
147,Bayu Hadi | West Papua,"These Facts will Make You Question Free West Papua Australia Intention

https://bit.ly/2RpOT2z    

#westpapua #freewestpapua #letwestpapuavote #fwpc
#papuawest #infowestpapua #westpapuanid West Papua
#Pilpres2019",0
148,David Lipson,Live band in studio ahead of first Indonesian Presidential debate. They like their politics here #Pilpres2019 #DebatPilpres2019,0
149,Taberez A Neyazi,"Here is another analysis of @jokowi  & @prabowo  tweets. Prabowo tries to create nostalgic, nationalist image of himself  as a strong leader, while Jokowi presents himself as approachable and non-formal. Thanks @Annisa #DebatPilpres2019, #Pilpres2019, #DebatCapres",0
150,Hendriko Turangan,I'm waiting for the debate. I'm with Jokowi. #JokowiAminPeduliHAM #DebatCapres2019 #JokowiMembangunDesa #Pilpres2019,1
151,Muhamad Arzan,"Live Stream Debat Pilpres https://youtu.be/wCKntmayqMI 

#DebatPertamaPilpres2019 #DebatPilpres2019 #debat #LiveStreaming #VisiMisiJokowiMenang #PrabowoIndonesiaMenang #Debat01Jokowi #PrabowoSandi #Pilpres2019",0
152,Thata,Nothing is more precious than peace. peace is the most basic starting point for the advancement of humankind . #lovepeace #Pilpres2019 #DebatPilpres2019,0
153,Taberez A Neyazi,Prabowo is more active than Jokowi on Twitter; challenger vs. incumbent. We can see clear difference in their campaign strategies when it comes to social media. #DebatPilpres2019 #Pilpres2019 ,0
154,Ericssen,"Pilpres 2019: ""The candidates must create new momentum, Wijaya @yunartowijaya said. “If the public’s narration and conversation related to the presidential election is flat like now, Jokowi will maintain the rhythm and Prabowo will lose.” https://www.bloomberg.com/news/articles/2019-01-16/rival-camps-battle-it-out-over-swing-voters-in-indonesia-debate … #Pilpres2019",0
155,stef,just imagine what if pilpres is something like talent audition show and simon cowell is one of the judges and he got to watch this one candidate that took the audition over and over bc he just so eagerly to become president but with no talent #pilpres2019 ,0
156,Aria Danaparamita,"Ahead of the 1st Indonesian presidential debate tomorrow, just want to say that Jokowi v. Prabowo is not progressive v. conservative. Neither candidate is progressive. #DebatPilpres2019 #Pilpres2019",0
157,Humas Res Pemalang,"Stop hoax dan hate speech

#SatgasNusantara
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk
#IndonesiaSejahtera https://www.instagram.com/p/BspYFThnv99/?utm_source=ig_twitter_share&igshid=a2ront8tqq7c …",0
158,K.H. Ma’ruf Amin,"Bismillahirraahmanirrahiim.
Saya dan Pak @Jokowi berharap agar publik dapat menilai langsung kualitas rancangan program-program dan visi-misi kami pada debat pilpres pertama, 17 januari 2019.

#DebatPertama #DebatCapresCawapres #Pilpres2019 #01JokowiMaruf #01JokowiAmin",1
159,ANU Asia & the Pacific,"READ: http://bit.ly/2HgUO9O 
""The 2019 election campaign is now under way, but the economic debates are mainly about symbols and slogans. A Jokowi victory would almost certainly usher in more of the same."" Hal Hill from @ANUCrawford on Indonesia's economy. #pilpres2019 pic.twitter.com/HYf4NQSgh4",0
160,Ransel Holiday,"My Holiday with Ransel Holiday 
http://www.ransel.holiday 
.
Itinerary & more info : myholiday@ranselholiday.com or contact us 021 7780 6306 / WA 0852 1112 6306

#ranselholiday #ElshintaEdisiPagi #Pilpres2019 #BrexitVote #ShiningJennieDay #ibes",0
161,Utami Alasia,"These Facts will Make You Question Free West Papua Australia Intention

https://bit.ly/2RpOT2z    

#westpapua #freewestpapua #letwestpapuavote #fwpc
#papuawest #infowestpapua #westpapuanid West Papua
#Pilpres2019",0
162,Adno,"I liked a @YouTube video http://youtu.be/7GPiNv0lWqc?a  #PILPRES2019 RIAN ERNEST PERMALUKAN Prabowo, Sandiaga Uno, Fadlizon dan Ferdinand",0
163,detikcom,"Meskipun @prabowo telah mengakui punya pengetahuan yang minim tentang Islam, toh banyak tokoh dan ormas Islam tetap mendukungnya. Kenapa?
#Prabowo #Pilpres2019  ",0
164,detikcom,"Amien Rais meyakini Pilpres 2019 @prabowo-@sandiuno pasti menang. Bahkan Amien sudah membuat julukan Presiden Bebek Lumpuh ke @jokowi yang kalah di pilpres.
via @20detik
#Prabowo #SandiagaUno #AmienRais #Jokowi #Pilpres2019  ",0
165,detikcom,"Penasaran bagaimana cara China mengurangi kemiskinan yang ingin ditiru @prabowo? Begini caranya:
via @detikfinance
#Prabowo #Pilpres2019  ",0
166,rangga,"Gnight. 

#2019JokowiPresidenRI #01IndonesiaMaju 
#Pilpres2019 
@KHMarufAmin_ @jokowi",1
167,Dr Alexander Arifianto,Etika Bersosmed Warga Muhammadiyah di Tahun Politik sumber berita: http://m.muhammadiyah.or.id/id/news-15683-detail-masuki-tahun-politik-2019-warga-muhammadiyah-kedepankan-etika-mulia-bermedsos.html … ,0
168,F dan V bedanya apa?,"Playing Victim terus bos

#Pilpres2019
#SangSutradara",0
169,detikcom,"Timses @jokowi-Ma'ruf Amin menyatakan tak akan memakai lagu milik seniman, kecuali mendapatkan izin dari sang empunya lagu. Ini katanya:
#Jokowi #MarufAmin #Pilpres2019  ",1
170,detikcom,"Video @prabowo seolah tampak meninggalkan @SBYudhoyono saat berjalan bersama menuju Plenary Hall, JCC Senayan viral. Ini kata timses:
#Prabowo #SBY #Pilpres2019  ",0
171,Achmad B. Rasyid,"Lebaaay ... 
#PAN #Prabowo #Pilpres2019",0
172,Hadi Meidiyan,"#AndroidApps #Pilpres2019

#Jokowi Capres No. 01:
PlayStore:
https://play.google.com/store/apps/details?id=app.jokowidodo.mobile …

#Prabowo Capres No. 02:
PlayStore:",0
173,monty-AntonRexMontol,Thumbs for no.1 #colors #insta_crew #photooftheday #picoftheday #instagood #like4like #iphone6 #iphonenography #iphonography #iphonephotography #iphonesia #pilpres2019 https://www.instagram.com/p/Bso2leDgkcj/?utm_source=ig_twitter_share&igshid=10zon2pl051x9 …,0
174,annisa normala,ill be the one  #menujuindonesiamaju #01jokowimaruf #01jokowiamin #01indonesiamaju #jokowilagi #pilpres2019 #MantanItu,1
175,Max Walden,"""How can the price of the sugar in this republic be three times more than the world price?"" @prabowo hones in on the cost of living in his ""Indonesia wins"" campaign speech #Pilpres2019 ",0
176,Danny,"Voicing out is really important, be it at your work or public. For example at Indonesia right now, #pilpres2019 really need young adult to start healthy arguments about who should lead the country later, don't be silent majority. ¯\_(ツ)_/¯",0
177,K.H. Ma’ruf Amin,"Bismillahirraahmanirrahiim.
Kemarin, Saya menghadiri acara Milad ke-10, Pengajian dan Silaturahmi Awal Bulan Bersama Ulama di Pondok pesantren Madinatunnajah, Ciputat, Tangerang Selatan, Banten.

#01JokowiAmin #01JokowiMaruf #01IndonesiaMaju #JokowiLagi #Pilpres2019 pic.twitter.com/UNp1KKIQ0J",1
178,Dr Alexander Arifianto,"Please find my new #RSISCommentary on #pilpres2019, this time focusing on #PrabowoSandi campaign, @pscindo,@USINDO @LowyInstitute @ANUIndonesia, 

http://www.rsis.edu.sg/rsis-publication/rsis/indonesian-presidential-election-2019-prabowo-subianto-reluctant-yet-strong-contender/#.XDxl9C1S_IU …",0
179,K.H. Ma’ruf Amin,"Bismillahirraahmanirrahiim.
Jadwal debat pilpres 2019. Debat ini menjadi momen bagi publik untuk menilai gagasan dan program pasangan nomor urut 01 dan 02.

Mohon doa dan dukungannya.

#MarufAmin #01JokowiMaruf #01JokowiAmin #01IndonesiaMaju #Pilpres2019 #DebatCapresCawapres",0
180,Ericssen,"Pilpres 2019: ""Indonesian leader's running mate Islamic cleric has neutralized an extremist threat to his campaign, though critics say to the detriment of issues more crucial to voters"" http://ati.ms/FoKuPU  via @asiatimesonline #Pilpres2019 #JokowiAmin #JokowiMaruf",0
181,detikcom,Ikatan Alumni Universitas Trisakti angkat suara mengenai sikap mereka di Pilpres 2019. Apa kata mereka? #AlumniTrisakti #Pilpres2019  ,0
182,detikcom,"Cawapres Sandiaga Uno jadi pusat perhatian di Pasar Kota Rembang, Jawa Tengah. Apalagi setelah seorang ibu tiba-tiba memeluknya erat. Siapa dia? Kenapa memeluk Sandi? #Sandiaga #Pilpres2019 

via @20detik",0
183,Dr Alexander Arifianto,ILR: Isu HAM di Era Jokowi Lebih Buruk Dibanding Zaman SBY https://goo.gl/95Xyxb ,0
184,K.H. Ma’ruf Amin,"Bismillahirraahmanirrahiim.
Saya menghadiri acara dzikir dan doa bersama dengan para kiai dan santri se-Kota Depok. Acara digelar di Area halaman Masjid Syeikh Maulana Yusuf, Mekarjaya, Depok.

#01JokowiMaruf
#01IndonesiaMaju
#01JokowiLagi
#Pilpres2019 
#VisiMisiJokowiMenang",1
185,K.H. Ma’ruf Amin,"Kita ubah dan perbesar untuk kemajuan Indonesia kita.

Bismillahirraahmanirrahiim.

#JokowiAmin
#01JokowiMaruf
#01IndonesiaMaju
#01JokowiLagi
#Pilpres2019 ",1
186,K.H. Ma’ruf Amin,"Visi dan misi yang saya dan Pak @Jokowi bawa dalam rangka mewujudkan Indonesia Maju.

Mohon doa dan dukungan dari seluruh masyarakat Indonesia.

#VisiMisi
#MarufAmin
#Pilpres2019
#01JokowiLagi
#01IndonesiaMaju
#01JokowiMaruf
#2019JokowiPresidenRI pic.twitter.com/1cfcktd8Sr",1
187,Diny Wulandari,"udah mulai ribut2 #Pileg2019 sama #PilPres2019 ya? i have made up my mind on the latter. for the house reps, now that’s the tricky one. very look forward to the new-young blood-fresh-newbie politicians, to see if they can make differences.",0
188,detikcom,"""Kalau seandainya Pak Prabowo pernah ngomong itu, berarti Pak Prabowo termasuk yang dimaksud,"" kata Wakil Ketua TKN Jokowi-Ma'ruf, Abdul Kadir Karding. #Pilpres2019 ",0
189,Pringka Arwanda,"I added a video to a @YouTube playlist http://youtu.be/7GPiNv0lWqc?a  #PILPRES2019 RIAN ERNEST PERMALUKAN Prabowo, Sandiaga Uno, Fadlizon dan",0
190,detikcom,"Pasangan capres-cawapres Prabowo Subianto - Sandiaga Salahuddin Uno terus mematangkan konsep dengan ahli mengenai penegakan hukum, korupsi hingga HAM. #Pilpres2019 ",0
191,lendang gosip,I added a video to a @YouTube playlist http://youtu.be/y2VH9cJwG4M?a  Haikal pintar tapi k0plak bin balul #Pilpres2019,0
192,Area18,"#jokowivsprabowo
#pilpres2019
#2019gantipresiden
#2019masihjokowi

Courtesy of CNN Indonesia

Visit our facebook : http://facebook.com/plusarea18 ",0
193,Emma Nadiana,"Selamat Siang Tweeps
#2019JokowiPresidenRI
#drivermemenangkanjokowi
#weekend
#KHMarufAmin 
#JokowiLagi 
#Pilpres2019 ",0
194,Prijanto Rabbani,"Dari keempat wajah ini.
Mana yang berpotensi mempermalukan publik... 

#Pilpres2019 

@jokowi @prabowo @KHMarufAmin_ @sandiuno 
@rockygerung @satriohendri",0
195,Dr Alexander Arifianto,"RSIS Commentary: ""Joko Widodo: Vulnerable Despite Strong Incumbency"" by Alexander R Arifianto https://goo.gl/U41n9X ",0
196,Siti Na'imah,"Read if you have spare time.
https://www.facebook.com/100000204717186/posts/2589642417719223/ …

#pilpres2019 #debatcapres",0
197,Dr Alexander Arifianto,"Please stay tuned Monday for the second installment of this analysis, focusing on the #prabowosandi campaign, #pilpres2019, #politikindonesia, http://www.rsis.edu.sg/rsis-publication/rsis/indonesian-presidential-election-2019-joko-widodo-vulnerable-despite-strong-incumbency/#.XDhr58nmjqA …",0
198,Ransel Holiday,"My Holiday with Ransel Holiday 
http://www.ransel.holiday 

#ranselholiday #ElshintaEdisiPagi #Pilpres2019 #Elshinta90FM #CondimentMovies #INDUAE #WeLoveDiBecause #china #bbcqt",0
199,ISIS Malaysia,"They also spoke on considerations impacting Indonesians residing in Malaysia in the coming #PilPres2019 later this year. A more comprehensive interview, will be released by @501Awani on 17 January. Do stay tuned.",0
200,#2019GantiPresiden,"https://sumbar.antaranews.com/berita/233058/sepuluh-bupatiwali-kota-di-sumbar-dukung-jokowi-dua-periode-video …

@DatuakPanduko @bawaslu_RI @KPK_RI
#2019PrabowoPresidenRI 
#Pilpres2019 
#SaveAniesBaswedan 
#2019GantiPresiden",0
201,detikcom,"""...Nah kalau (kisi-kisi debat) itu dibuka duluan, berarti yang menjawab itu tim (sukses). Padahal yang mau diuji adalah yang bersangkutan pribadi,"" ujar JK.
#JK #Pilpres2019 #DebatCapres #DebatPilpres",0
202,Prijanto Rabbani,"Setuju kata @rockygerung bahwa integritas KPU yang perlu diuji. 

Dan dari berbagai kasus yang muncul dan hiruk pikuk debat #Pilpres2019 mengirim pesan bahwa integritas KPU perlu dipertanyakan. 

#iDeasRabbani",0
203,detikcom,"""Saya melihat serangkaian manuver berbahaya untuk merusak kredibilitas dan legitimasi KPU sebagai penyelenggara pemilu yang mandiri,"" ujar Ace Hasan.
#Jokowi #Pilpres2019 #KPU",0
204,K.H. Ma’ruf Amin,"Bismillahirraahmanirrahiim.
Saya bersilaturahmi dengan alim ulama dan tokoh-tokoh masyarat di Kota Bogor, selain bertemu pimpinan Pondok Pesantren Al Ghazali, Saya juga ke Pesantren Alfalak, Pagentongan.

#JokowiAmin #01IndonesiaMaju #01JokowiMarufAmin #01JokowiLagi #Pilpres2019 ",0
205,#KataNalar,"@ILCtv1  #ILCMengujiNetralitasKPU, pihak @KPU_ID mengatakan ""Penyampaian visi-misi dalam acara Debat (#Pilpres2019), ibaratnya suatu gerakan tambahan dalam sepak bola""??
Pasal 274 (1) a. VISI, MISI ada di urutan awal MATERI KAMPANYE !! Cc @karniilyas",0
206,Ericssen,"Pilpres 2019: Thoughtful Article by Professor Aspinall @edwardaspinall 
""Indonesia is faced with a choice between an out-and-out strongman candidate — an Indonesian Bolsonaro — and an incumbent whose democratic commitment looks to be fraying."" http://www.eastasiaforum.org/2019/01/06/indonesias-elections-and-the-challenge-to-its-democratic-achievement/ … #Pilpres2019",0
207,hendri satrio,Corat coret #Hensat #Pilpres2019 @Jokowi atau @Prabowo,0
208,Ericssen,"Pilpres 2019: Indonesian President @jokowi enters the final three months of Presidential Race with a commanding lead over @prabowo, according to a new @indikatorcoid poll. Jokowi leads Prabowo 54.9 to 34.8 percent among voters surveyed. 9.2 percent are undecided.
#Pilpres2019 ",0
209,Dr Alexander Arifianto,"Apakah isu minoritas merupakan satu2nya cacat dr @jokowi?

Selain Ahmadiyah Transito & Syiah Sampang yg belum tuntas, pd eranya muncul kasus @basuki_btp  (Ahok) & Meliana. Jokowi malah pilih KMA…",0
210,detikcom,"Kasus penyiraman air keras kepada Novel Baswedan kemungkinan akan diangkat oleh kubu Prabowo-Sandi dalam debat nanti. Apa alasannya?
via @20detik
#SandiagaUno #Pilpres2019  ",0
211,ReksaMuka,"Green Wood Fossil Garut #akik #batuakik #batuhijau #batuhijaugarut #indonesiagem #indonesiagemstones #kpumelayani #Pilpres2019 #kolektor 

For Sale Just DM or Whatsappme : 085323580998",0
212,detikcom,"Indikator Politik Indonesia merilis hasil survei terbaru terkait elektabilitas pasangan capres-cawapres di Pilpres 2019. Bagaimana hasilnya?
#Jokowi #Prabowo #Pilpres2019  ",0
213,detikcom,"""Saya ingin debat itu sangat-sangat terhormat, bukan seperti menonton pertandingan gulat atau tinju. Tapi ini adalah gagasan yang disampaikan,.."" kata @sandiuno.
#SandiagaUno #Pilpres2019  ",0
214,K.H. Ma’ruf Amin,"Terutama mereka yang sejak dini belajar di puluhan ribu pondok pesantren di Tanah Air.

Ini adalah merupakan pertanda semakin besarnya elektabilitas dukungan kepada kami, Pak Jokowi dengan saya di Pilpres 2019. Alhamdulillah.

#01JokowiAmin #01IndonesiaMaju #Pilpres2019 ",1
215,ANU Asia & the Pacific,"""Prabowo will need a major economic upset or political scandal if he is to get within striking distance of the President. But Jokowi is a disciplined and circumspect politician..."" @GregFealy on the upcoming Indonesian presidential election. #Pilpres2019 http://bit.ly/2H0Blu2  pic.twitter.com/ffYmxVBw9R",0
216,detikcom,"Meski debat capres belum dimulai, namun Habiburokhman sudah menyebut capresnya, Prabowo Subianto, unggul 3-0 dari Jokowi. Apa maksudnya?
#Jokowi #Prabowo #Pilpres2019 #Habiburokhman",0
217,"MiRa 
�
#JokowiOrangBaik 
�",Ini 5 kebohongan beliau. Dan kebohongan yang terbesar adalah bohong berjamaah kasus Ratna Sarumpaet! ,0
218,Fahira Idris DPD RI 29,"Pertanyaan Debat Pilpres ‘Dibocorkan’: Masa Kalah dengan Cerdas Cermat, #Pilpres2019, cc @KPU_ID",0
219,Humas Polsek Saronggi,"#Repost @polres_sumenep (get_repost)
・・・
#SatgasNusantara
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk
#IndonesiaSejahtera
@polres_sumenep https://www.instagram.com/p/BsVKi-GhyC2/?utm_source=ig_twitter_share&igshid=2pt28mqn0uex …",0
220,Polsek Batuputih,"#Repost @polres_sumenep (get_repost)
・・・
#SatgasNusantara
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk
#IndonesiaSejahtera
@polres_sumenep https://www.instagram.com/p/BsVGo-EhPEI/?utm_source=ig_twitter_share&igshid=mtdw4pjwu0ju …",0
221,detikcom,"""...Jangan pas rapat senyam-senyum nggak protes, nggak apa, tapi di luar teriak-teriak, menurut saya itu tidak bertanggung jawab,"" kata KPU.
#KPU #Pilpres2019 #DebatCapres #DebatPilpres",0
222,CNN Indonesia,"Pengamat politik Hendri Satrio mengatakan langkah @KPU_ID yang akan memberitahukan daftar pertanyaan pada debat #Pilpres2019, membuat level debat lebih rendah dari ulangan anak SD. http://bit.ly/2TxNpUV  #CNNIndonesia",0
223,detikcom,"""...nanti waktu debat nggak ada yang boleh bawa kertas catatan atau contekan. Biar rakyat tahu, apa isi pemikiran masing-masing kandidat. Berani nggak?"" kata Andre.
#Pilpres2019 #debatcapres #debatpilpres",0
224,Divisi Humas Polri,"Perbedaan Itu Biasa Namun Persahabatan Tetap Kita Jaga

Mari wujudkan Pileg dan Pilpres 2019 Aman Damai dan Sejuk

#SatgasNusantara
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk
#IndonesiaSejahtera",0
225,Relawan Cak Falut,"The real friends are those who continue to accompany you even when you do not have anything.
.
#25 #cakfalut #achmadrusyadmanfaluti #relawancakfalut #wongjatimsatuspersen #selawedulurdewe #dpdri25 #Pilpres2019 ",0
226,detikcom,"Bagi Tsamara, seharusnya kubu Prabowo Subianto-Sandiaga Uno membalas 'Kebohongan Award' dengan kreativitas tandingan, bukan laporan polisi.
#PSI #TsamaraAmany #Pilpres2019  https://news.detik.com/read/2019/01/07/112403/4373664/10/dipolisikan-soal-kebohongan-award-psi-balas-dengan-kreativitas-dong?utm_content=detikcom&utm_term=echobox&utm_medium=oa&utm_campaign=detikcomsocmed&utm_source=Twitter#Echobox=1546837758 …",0
227,Max Walden,"#Pilpres2019 has been an ""image war with little, if any, policy content."" A primary feature of Indonesia’s transactional politics since 2014 has been the shallowness of policy and ideological discourse, writes @maxlaneonline https://www.iseas.edu.sg/images/pdf/ISEAS_Perspective_2018_75@50.pdf …",0
228,K.H. Ma’ruf Amin,"Bismillahirraahmanirrahiim.
Saya menghadiri acara milad ke-46 Partai Persatuan Pembangunan (PPP) di Kantor DPP PPP, Jl Diponegoro, Menteng.

Saya ikut berbahagia.

#JokowiAmin #01IndonesiaMaju #Pilpres2019 #JokowiLagi #Harlah46PPP 
#PPPBergerakbersamarakyat #MenujuIndonesiaMaju",0
229,Ericssen,Pilpres 2019: Political scientist Yohanes Sulaiman @yohanessulaiman said the biggest threat to Jokowi is the lack of enthusiasm from his traditional voter base of secularists and religious moderates due to his selection of Ma’ruf.  https://sc.mp/sts05  #Pilpres2019,0
230,K.H. Ma’ruf Amin,"Harapan mereka ketika Saya dan Pak @Jokowi terpilih sebagai presiden dan wakil presiden agar membenahi persepakbolaan nasional sehingga lebih maju dan lebih berprestasi. Jangan ada lagi mafia sepak bola di Indonesia.

#JokowiAmin #01IndonesiaMaju #JokowiLagi #Pilpres2019 ",1
231,K.H. Ma’ruf Amin,"Hari ini, Perwakilan kelompok suporter sejumlah klub sepak bola di Indonesia mengunjungi kediaman Saya di Jalan Situbondo.

#JokowiAmin #01IndonesiaMaju #JokowiLagi #Pilpres2019 #suporter #sepakbola",1
232,Irma Joesoef,"Yang penting #happy 

#PerempuanKeren #4golkar4nurul
#salamempatjari
#pileg2019
#pilpres2019 
#calegdprri2019 
#caleggolkar… https://www.instagram.com/p/BsS-P7fAZ9Q/?utm_source=ig_twitter_share&igshid=1lz8mh6ko0l1m …",0
233,Prijanto Rabbani,"Gara-gara KPU membikin dagelan di #Pilpres2019 

KPU diplesetkan jadi Komisi Perdagelan Unyu-unyu. Duh! 

#iDeasRabbani",0
234,"Beyond Pilpres, Beyond Religion","When lying politicians have a debate, can the winner be considered the best liar of all? #Pilpres2019 #LietoMe",0
235,tujiTOK,"No caption
https://www.wartabromo.com/2019/01/05/diduga-hina-kyai-maruf-ustad-asal-sukorejo-dilaporkan-ke-polisi/ …

#pilpres2019 
#marufamin 
#jokowimaruf 
#Jokowi 
#prabowo
#SandiagaUno 
#PrabowoSandi",0
236,Let's be Muslim,"BPN Prabowo Subianto-Sandiaga Uno tak ingin mengeksploitasi identitas kelompok tertentu di atas kertas suara #Pilpres2019. Mereka menyebut pemilihan jas dan peci yang dikenakan Prabowo-Sandi lebih menggambarkan kewibawaan nasional.
http://cnn.id/358579 ",0
237,Asian Correspondent,24 million votes. That's how much ignoring indigenous peoples' concerns may cost @jokowi & @prabowo in #Pilpres2019 @AbdonNababan @RumahAMAN http://bit.ly/2R2756u ,0
238,Asian Correspondent,"Once bitten, Indonesia’s indigenous alliance won’t endorse 2019 candidates | By @bgokkon for @mongabay #Pilpres2019 http://bit.ly/2R2756u  pic.twitter.com/uiKum0FDDf",0
239,Asian Correspondent,Indonesia: How Jokowi and Prabowo lost the indigenous peoples' vote #Pilpres2019 http://bit.ly/2R2756u ,0
240,Bang Mail,"Mr.president
#jokowi #prabowo
#Pilpres2019 ",0
241,Satgasdapoldamalut,"Stop Hoax!
#stoppolitikkotor 
#stopsara
#stophoax
#stopujarankebencian 
#stopkampanyehitam 
#stoppolitikuang 
#stopprovokasi
#stopintolerance
#pemiluamandamaisejuk 
#pileg2019 
#pilpres2019 
#pilegpilpres2019
#satgasnusantarapolri 
#satgasnusantara",0
242,OPINI.ID,"Orang gila digiring ke TPS buat simulasi Pemilu? Yang berpikir ini sepertinya kurang waras.   

}---> #Pilpres2019 #PemiluWaras #TPS #Hoax #SimulasiPemilu #OpiniVideo",0
243,Dapot Sibarani,"I added a video to a @YouTube playlist http://youtu.be/7GPiNv0lWqc?a  #PILPRES2019 RIAN ERNEST PERMALUKAN Prabowo, Sandiaga Uno, Fadlizon dan",0
244,detikcom,"""...Prabowo bukan figur yang hati-hati dalam menyampaikan sesuatu. Seharusnya dia cross check dulu kebenaran informasi soal selang cuci darah di RSCM,"" kata Ace Hasan.
#Prabowo #Jokowi #Pilpres2019  ",0
245,Jaya Katwang,Waduhhh.... #prabowo #prabowosandi #pilpres2019 ,0
246,K.H. Ma’ruf Amin,"Karena itu, mereka akan terus melakukan pemantapan-pemantapan dan menyampaikan dukungan ulama-ulama di berbagai daerah.

Alhamdulillah.

#JokowiAmin #01IndonesiaMaju #JokowiLagi #Pilpres2019 #PBNU #NU #Dukungan #Ulama #Capres #Cawapres #MenujuIndonesiaMaju",1
247,K.H. Ma’ruf Amin,"Rencananya mereka memang melakukan pertemuan halaqah-halaqah di seluruh Indonesia dlm rangka memantapkan dan memenangkan saya dan Pak @Jokowi, capres-cawapres nomor urut 01.

#JokowiAmin #01IndonesiaMaju #JokowiLagi #Pilpres2019 #PBNU #Ulama #Capres #Cawapres #MenujuIndonesiaMaju",1
248,Akhlis Al Majid,"Welcome.....
.
.
.
.
#2019gantipresiden #prabowosandi #pilpres2019 #rakyatmemilih #alquds #jerusalem #jokowi #jokowimarufamin https://www.instagram.com/p/BsIUlc2g7mExgQ__Cmsu8VlcxLPHr_Nc6QxN-s0/?utm_source=ig_twitter_share&igshid=l0rj9alnnu0 …",0
249,detikcom,"""Lagi-lagi, saya tuh kasihan sama Pak Prabowo ya. Karena dia selalu disuplai data oleh timsesnya data yang palsu dan lemah,"" kata Abdul Kadir Karding.
#Prabowo #Pilpres2019  ",0
250,Ericssen,"The Creative Way to Start the New Year: Jokowi 2019
 @jokowi 
#Pilpres2019 #Jokowi #JokowiMaruf",1
